,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98
G18191,30.674196,10.91004,2.223932,10.364851,25.704777,-7.651757,11.411408,3.9227939,-6.3773003,7.698016,-7.0835023,9.736513,-0.49214295,3.4036858,-6.488158,2.3246412,-0.37669358,-0.25736475,-5.768612,5.0733147,2.6442134,4.9507847,0.26365295,-3.5886252,9.174641,-6.605372,2.782465,-2.0771213,1.8347381,-1.7406982,-0.41141522,-1.3311943,-0.33823797,-1.4821234,0.035543118,0.14644209,-0.7298117,2.8031087,1.5665482,-2.4101825,1.1071409,4.7204375,0.3579992,5.4634705,1.1690304,1.2087901,-4.3911667,5.2794867,3.771354,-2.1050286,-0.77993035,-3.6871169,-0.3808461,-2.5239193,-6.0348396,2.2314656,2.7810068,4.1949573,-4.26318,1.3554361,-0.75353134,-1.4750328,2.5488474,-1.290633,1.702994,0.45373055,-0.5878374,1.5591831,0.8979774,0.6790525,-0.9075405,0.6011012,2.7756755,1.1694831,3.728239,-0.8572036,-3.355526,-2.221515,0.77435243,0.08060129,2.2576811,0.18074839,-0.70095646,-1.6892521,-0.75511265,1.9555873,0.92472154,-0.49088567,1.072573,1.6615946,1.3301684,0.888338,1.5664034,0.9926759,-1.4715481,2.9417934,-0.3906447,2.281706
G18192,23.668009,2.0686615,4.243964,8.422163,3.318384,0.66145253,-4.448888,-1.5807172,1.3424224,-0.12321457,2.7485259,-1.1893874,-0.47706106,0.48519695,0.27004477,-0.64077497,0.97194135,3.3078144,-2.039685,0.19057517,0.25620848,1.8045472,-0.15863734,-1.2239219,4.2509465,-1.1300424,-2.3198736,0.18465501,-0.7412092,-1.7439407,-1.016859,-2.3886285,-2.282006,1.5302916,0.2664457,-1.4923906,-0.3983963,2.2862325,1.9590553,-0.9027274,0.5844367,0.06324486,-0.45829025,1.0517671,1.801958,-2.2928133,-0.77764535,-0.38729483,1.3040471,-1.5465333,0.15304233,0.29318005,0.6143704,-3.4765532,3.159384,-0.46216825,-0.08915056,-3.4784486,-0.22541687,0.28142154,1.1985652,-0.8566927,0.37426054,-1.4521117,1.7094036,-1.3589307,0.07482887,-1.3198588,0.35122326,-0.013868082,-2.1518698,0.8642905,-2.9189396,-0.96388024,-1.4232417,0.60193974,-1.328351,0.77445364,-0.04681749,-0.8096544,-1.2784094,-1.7614735,0.09795087,-2.2001243,0.69306177,-1.6800604,0.077079974,-0.28682443,-0.91070175,-2.127577,-0.08047466,-0.337433,-0.39920962,-0.19777606,0.62593573,-0.03665288,1.2976984,-0.26162237
G18193,23.933012,4.768682,1.5876685,2.1527498,1.1593094,0.54083467,-2.9627233,-3.1187885,0.8474677,-0.12328173,2.695203,-2.4543319,-0.90118015,-0.5467531,2.3305418,-1.0127618,0.47658366,2.9387496,-1.1005325,1.2424207,-0.9997732,-1.1008632,2.0072453,0.046673596,2.4452362,-2.5225754,-1.5540867,-2.8986967,-1.3043984,-0.59697235,-0.8238707,-2.120986,-1.2024812,0.46655354,0.11680998,-2.169438,1.2479057,5.0950294,0.53327423,-0.2940383,-1.533492,-0.84765124,0.35056818,2.1771543,1.423086,-0.209716,0.9554636,0.60607684,1.5704888,-0.434842,-0.629408,-1.955367,1.5526441,-1.2732275,0.84768057,1.0140449,0.5343722,0.19175066,0.1158531,0.44823563,1.5197209,0.72932124,0.45728314,-0.71887904,0.8507484,1.4012764,-0.102469936,-0.7655622,2.6892726,-0.43601388,-1.4195727,0.94191766,-0.43386412,-0.47011194,0.09738998,-0.35817406,0.4291964,-0.5490033,2.165498,-0.68438464,-0.4758726,-1.6073173,-0.557225,-0.047366723,-1.2107115,-0.94504905,0.44350255,-0.2192798,-0.4952943,-1.2104144,-0.85282993,-0.43590614,-1.3332623,0.47104615,0.0209391,-1.8622574,0.12595996,-1.9613103
G18194,30.917084,9.121237,4.4965816,11.167171,23.141407,-7.7042193,17.661217,1.2497373,-7.6060467,6.8881245,-9.185495,7.913096,1.016569,-0.03816927,-6.1430254,1.225387,-2.841922,-8.286355,-7.316976,-1.0006217,2.1300452,7.724817,-1.2119869,-6.8250256,8.607191,1.1829547,-0.7290137,1.8498173,-3.8937683,-5.1247926,-3.353789,0.253824,-0.21458375,1.3014194,3.5935144,-1.7546285,1.3642155,0.58450943,1.8766375,1.893382,-2.779585,1.2243928,4.720923,1.2402664,3.7068691,-2.2214534,-1.1976267,-0.15273634,4.6227245,-0.5348237,1.392906,0.38234514,-3.091971,-2.0438788,-0.1736297,-3.182314,0.37503734,3.393265,-2.363282,-1.9230679,0.26282233,1.097153,-1.0854783,-0.6534127,-0.7370709,0.21039912,-1.8379159,0.69002384,2.1089506,2.1496398,-1.2751657,-0.5114237,-0.7320497,2.1222327,1.5994434,-1.290164,1.1920103,0.22392097,2.4225004,1.2431016,-2.495077,-2.5067341,-0.32006818,1.0792258,-0.32592878,-2.3943195,-3.6710794,-3.5143454,-0.3391542,-2.757951,1.538444,-0.9124698,1.6449136,0.29031518,-2.544649,-1.6585838,2.9723015,0.5966042
G18195,40.709473,19.46922,-18.327015,-13.369355,-5.659753,0.7806485,7.875312,8.316054,-6.3019166,7.3294506,-8.02458,4.8409476,-3.9146116,0.38239357,-3.0118124,0.59371215,0.064348556,-2.822161,-5.846002,0.21761075,-3.4310071,5.659334,-0.60964036,-3.925365,6.7907825,-0.80088675,-1.986415,2.4919453,-0.27524596,-1.0531338,-4.5967402,3.0368762,-0.7254092,3.3765385,0.29188123,0.49192291,-3.1378129,3.1134245,5.769461,0.65807676,-1.1241826,-2.9821155,-0.6450726,5.382119,2.1949131,-2.4901066,-3.1040719,-1.944553,5.8516645,1.1901253,-2.583458,-3.716069,1.1821221,-1.3488464,1.7497064,-0.537162,0.41010153,-3.2422168,0.6255642,-1.1469222,0.2527603,1.2761317,-1.8003263,0.15220879,0.18299791,0.9456076,-3.851938,-1.0428559,2.2535818,1.9198896,1.500874,1.1703471,-2.5662367,3.7043693,1.7645441,0.7608362,-1.5073727,-1.0602165,1.436302,-0.94550973,-0.9193437,0.6524184,1.6162478,0.041891996,-0.45870897,-1.0437924,-3.0471513,-1.5120274,2.4105716,-0.59791505,2.3753223,0.40462402,-1.8242849,0.6088611,-0.36953783,-3.1455507,-0.9824463,0.5538445
G18196,20.091745,6.459269,6.809294,7.7467213,0.14378646,3.1613,-9.317338,-1.1447473,9.714362,2.2690287,2.0659783,0.115709916,-1.7295592,3.8304675,0.016243044,-3.3195095,1.861621,1.0834461,-3.7543378,0.42015463,-1.8485056,0.52775466,-0.762048,1.4998044,3.3196356,-1.6375384,-0.2741966,0.73700356,-0.99050975,-0.23242016,2.908314,0.8013982,0.79341286,-0.11621433,0.2796294,-0.4321985,1.7281681,-0.5528133,-0.16680136,-0.94497794,2.6423142,2.2420914,0.934238,2.7923236,2.273007,0.09798552,1.02116,0.3023088,3.3472707,-2.1011221,0.99943554,-2.5804088,1.9644313,-1.0637895,-1.3227603,-0.6456569,1.2809066,-0.20134431,-0.47786087,-3.116605,-0.14990106,-0.102731176,-0.17999025,-1.994412,-0.46094134,-0.057394132,3.3478873,-0.24425088,0.041646734,0.45838076,-2.3686883,0.5818542,-1.7907846,-0.7768299,-0.3463719,-1.1124213,-1.6654882,1.5861462,0.23225202,0.8684559,0.5021242,1.2625023,4.1963854,0.44664833,-0.2641288,-0.065989845,0.7471415,0.5595655,0.37730703,-0.066050746,0.24954022,1.352981,1.3441023,0.602274,1.1355492,-1.3305905,1.0854417,-1.6130372
G18197,42.9352,16.412441,-22.700182,-12.814375,-15.159134,4.953823,1.0265268,7.857284,-3.7326458,9.029791,-7.189732,9.2758045,-1.3402228,1.2888088,-5.9368477,2.2671177,0.3494424,-0.58252805,-4.2256536,3.4462035,-0.33793655,5.5512953,3.5729475,-2.8371282,9.124453,-4.7459188,-3.6707127,0.2215308,0.15947911,-0.9678127,-1.3288566,3.738941,1.5234399,1.633255,0.72163326,2.2808373,-0.65001374,1.808437,0.48535395,3.476705,1.0113986,-5.162176,-1.9172189,2.3482175,3.4147322,-0.524597,-1.3119841,2.8281283,5.4391146,-0.7709928,-1.7357097,-0.9821167,3.188119,-5.713011,-0.0068218866,-0.6015839,2.4380035,-1.1004713,-1.4459434,-0.30788684,-1.9081398,0.53491193,-0.20155594,-1.5024104,0.9326579,-0.5544436,-2.3275194,-0.02816028,0.8471267,3.0046341,0.29704493,-2.7914069,-1.380979,-0.08039559,-0.30293477,0.54372907,-0.92489153,-3.2410648,-1.2478656,-2.007961,0.74821925,-1.8557297,1.124252,-0.77641994,-2.5991576,1.1489131,0.89669716,-0.3786225,3.1432312,1.9170804,-0.62162733,1.795806,-2.9142616,-0.9648568,-0.71019393,4.521026,-0.40881234,1.5005251
G18198,27.068409,5.639415,2.1198452,12.806779,3.7397394,3.05435,-5.195716,1.5195702,7.792297,0.66742104,-0.53603256,1.2008334,-1.6061349,2.622441,-0.32542622,-0.13670366,0.45089954,1.9762744,-4.0768595,0.5388946,1.0886929,1.582256,-0.7048775,-1.0935915,2.9127028,0.36055252,-1.3163704,0.9756552,-1.4777645,-4.0203004,-2.443607,-0.14946295,-2.3325498,1.4884686,-0.5795375,-2.7325134,0.07997861,1.8730954,1.6721351,-1.9452939,0.9650071,1.014013,1.9178883,0.024215637,2.9794493,-1.5869069,-0.3540873,-0.010669712,0.90493196,0.8405576,0.90995586,-0.20700124,1.6576397,-0.8791909,1.8570678,-0.42133543,-0.064250804,-2.794053,2.0711076,0.5876495,0.37780932,1.6702986,0.64957577,-0.102732934,-0.14658889,0.85447776,0.643521,-0.20477885,0.3399361,-1.3159337,0.13081808,-0.26520944,-1.814811,-2.1496706,-2.2153018,1.5051943,-1.2738295,0.916003,0.662652,0.26359367,-2.2768095,-2.9945717,-0.85738945,-0.11150027,-0.22831604,-1.8511338,-0.34610537,-0.793093,-1.4555087,-0.47877792,1.3718808,-1.0305703,-1.9269724,-2.9735627,2.3141015,-1.5876952,1.3986437,0.44996852
G18199,32.576416,8.787056,1.3369575,9.952764,22.440294,-6.551542,12.182658,6.058749,-4.737051,7.0225916,-5.56758,7.16225,-0.61847633,2.0438104,-7.255532,2.0958679,2.3280149,-1.539833,-5.6939697,1.556985,1.2741199,5.1206765,3.6471455,-1.022055,6.1774826,-6.4561834,-2.5006397,-2.1429465,-1.3420624,-4.3430734,-4.0629334,-1.7713568,1.955477,3.9936037,-1.7633799,0.6899735,-1.0498096,-0.96851826,0.5424733,3.531739,-0.5137668,3.1238666,-4.1166573,2.3026965,4.9250193,2.0467021,-1.5745008,1.7844983,3.80584,-2.129335,-1.2365878,-4.3014536,-2.2334096,-3.6723313,2.0134573,-2.508952,0.19238123,-0.55433506,-3.5655544,0.19452016,1.6003672,-1.0117587,-1.3259435,0.4149879,-0.513607,-2.5996602,2.0930202,-0.9903176,1.9949262,2.2962606,-4.757433,2.0223145,-1.7881733,-2.524808,-0.7175665,0.1210868,3.0767732,-0.5725087,2.276584,-0.6860105,-0.15338795,2.9006412,-0.5810613,-2.7147768,-0.8895641,-0.6887394,-4.1553636,-2.033138,1.7983958,-0.44918558,4.089507,0.5379053,-0.30713648,-1.0148284,-1.0258118,-4.4228497,1.01401,-2.0044024
G18200,1.79999,27.84008,17.075447,-9.976754,7.036895,13.462041,-10.344117,-4.4567947,4.103407,-5.1967893,-0.7516408,-1.7559559,4.6343346,4.411234,-5.608182,0.6955149,3.3862727,6.7551856,-6.3722315,2.7119515,-2.0316381,-8.682477,3.0509741,-0.5524118,-2.8716643,5.7413173,3.354125,-0.2844564,2.8770828,1.8247216,2.24129,0.900972,0.44744423,-8.483289,6.7290306,-4.184132,2.3116462,1.002959,3.7692542,3.5760527,2.1012428,3.7921562,5.6806808,10.424268,-3.6480143,-2.5447114,-2.8455298,-0.8009245,3.7800903,-0.6626833,6.348488,0.80722713,-9.907554,-7.047469,-1.4638472,2.7393384,0.044381637,-2.5984175,1.1217556,-1.3892019,-0.19035687,2.9813793,3.2437634,-2.963925,-0.010284519,-2.7158225,-4.267503,-0.9084702,3.5778475,-0.53533983,-1.7269162,-1.7432623,-2.9473145,-0.29444417,-0.94052684,-1.6619452,0.45115083,-0.055745736,-2.7114863,4.590423,-1.1972634,-0.76533496,-4.102078,-0.4635651,0.97535574,0.5137433,2.671296,2.7716022,-1.8036196,-0.7971708,1.4026015,1.1685996,5.6739607,3.9212627,0.770271,-3.3556886,0.95163506,1.6743671
G18201,36.785316,14.873711,-14.741548,-7.064165,-2.4849312,0.4343193,3.8236046,5.244658,-4.0216794,1.7360798,-3.380027,-3.1822515,-5.369369,-0.18463024,2.5880198,-1.6629674,-1.3489673,-0.6746433,-5.0465345,1.0660518,-1.7092932,-0.36236548,4.5904474,-1.2619759,5.264026,0.26118973,-3.0145357,1.5268776,-1.8009106,-4.5394096,-2.2518961,-0.4745306,0.7332658,0.7495694,2.812494,-2.7388694,0.13689674,-0.47161776,0.8243684,-1.3995811,-2.25074,-1.7032324,3.0194943,3.0093207,1.2808218,-3.8803782,-3.026968,1.2028992,4.3805895,2.5434973,0.81470793,0.5978023,-2.1525648,-0.13176219,0.30504623,0.7732374,2.779391,3.6427715,0.0015918474,-3.0826778,0.35395673,0.35451034,-2.765526,0.5870553,-0.6886761,-0.17759219,2.8061512,0.07266918,0.2736124,-0.3681218,0.72042656,0.14528236,0.74696994,1.766943,0.6741849,1.7335949,-1.4297825,0.21664013,1.4460258,0.40024558,-2.301146,0.10193557,-0.57305187,3.3746545,-0.50200987,0.7848624,-2.0096126,-0.18229024,-1.3931261,0.16915534,-0.28958246,-0.5139849,-0.35639355,-1.8510185,0.1626168,0.8826402,1.5669203,0.7508152
G18202,34.611736,11.640569,-6.9270988,0.503692,4.72461,-0.6325511,3.8851123,7.0544276,-4.1423235,-2.868044,-0.29910442,-9.078718,-8.205292,0.62600696,4.767659,-6.449852,-3.5308259,1.2556278,-3.2198741,-0.34855357,-2.7659662,-2.1528447,2.2252996,-3.2076173,5.8298645,0.113029,-2.9214542,-1.9282081,-3.8534157,-6.606975,-2.1345575,-0.13685563,0.15686202,-0.061814617,1.7135116,-2.8139312,-3.4077878,-0.32067195,1.1996744,-0.2088791,0.27778992,0.37325037,0.41292349,-0.43348795,0.78832984,-0.7369331,-2.7131917,-4.0863876,2.3794856,0.8611869,-1.2255317,-2.6552148,-1.9237286,2.0162063,-2.4686322,0.04840447,2.2485628,1.1055381,-2.7372637,-2.0008125,0.89079386,1.5029256,-2.0645702,-1.0051564,-0.83813095,1.9582455,-0.67692244,-1.3001707,1.7490736,2.5762901,1.2550385,2.511477,3.1991405,2.0205355,-0.7072285,2.2993774,-2.6047647,-3.0437884,0.9692208,-0.96972257,2.9571376,0.26796806,-0.95389897,0.36853713,-1.2620075,4.0541487,0.29603976,1.5943366,3.4881175,2.3466737,1.410398,-1.4695652,0.9092321,-1.8820955,-3.31826,0.24628948,-0.24486837,-0.53616655
G18203,33.97109,9.782233,0.094319835,9.741903,28.489468,-7.2125177,18.31307,5.6171627,-7.6793733,8.24566,-8.7760725,6.465152,-3.3388903,3.1239948,-5.9735394,1.1647509,-1.5001572,-0.99381155,-7.880265,3.8854706,2.9889333,5.6306148,4.9067283,-4.044239,9.619506,-6.0085278,0.12023663,-2.9978669,0.1292298,-2.9315538,-3.2073672,3.1184049,1.9691174,0.3261289,1.4617901,1.3584871,1.4805785,1.2648598,2.7471015,2.5522943,3.0361,3.4273927,0.5658473,2.8874538,2.9375138,2.033486,-1.9851257,-1.9051228,4.698387,-2.066683,-0.029948998,-1.7513186,-1.204676,-2.8948038,-5.5459476,-2.69235,-1.6047585,2.339076,-6.1913495,-0.9853622,2.9843068,-1.6287569,1.5534933,-0.36350173,1.7569426,-0.5081987,0.4551444,-2.4374027,-0.26440063,2.4697201,0.21529394,2.956022,0.48401994,1.6465454,-0.39895755,2.3009079,-2.298472,0.29085892,1.7139579,-2.0034435,2.8960147,-1.6925308,0.5928013,-0.42933506,1.0294919,2.3150146,-1.6971738,-0.80315477,-1.0950454,4.1990767,1.8390388,-2.3189542,-2.1499348,0.98994344,1.010739,0.8437335,-3.765079,1.7441096
G18204,42.82135,15.644326,-22.371738,-12.925916,-12.700988,3.6252565,2.0542796,5.1328974,-4.37119,3.1409137,-1.8564045,-3.313429,-5.919493,-0.714799,0.30615708,-2.042749,-1.9678043,-2.2189817,-3.0934627,0.8462792,1.5078152,2.5549095,3.4735117,-3.189851,5.0288367,-0.9458995,-2.9141228,-2.0759673,-1.6258987,-2.778995,0.41354474,3.5114346,1.0520349,-0.8789525,0.96934605,3.6220884,-2.696117,-0.013882366,-0.90943575,-0.41639313,1.7996416,-7.525011,0.88393885,-1.9583203,-1.939263,0.16714391,0.8445654,0.7100198,5.4137435,-0.003814817,1.4934541,-2.7599404,3.1152952,-0.6670632,1.7681687,-2.5752485,0.4320712,-2.050269,-0.7339066,0.95578104,1.7439142,3.0181904,-3.8570178,2.6772664,0.22916174,3.1983013,-3.678272,-1.3897288,1.0038984,1.5230074,-1.1662918,-1.794222,-1.5242472,-3.7050397,0.4736166,0.5473756,-0.9210341,-0.22668745,0.10552809,-1.3482462,1.3616475,-1.100746,2.733902,2.1522279,0.33916315,-2.0126653,-2.236214,0.21917297,0.578607,0.001518254,2.448941,1.2760217,-0.23542574,-0.39207333,-2.5010812,-1.4350299,1.170479,2.6012785
G18205,37.466858,11.9037075,-11.816955,-5.3963156,-2.2503977,0.7034055,2.6799302,4.747498,-5.8478227,0.6058442,2.2098136,-9.660283,-5.8030853,-0.7540648,1.2380246,-8.169972,-4.268101,-1.0643972,-2.9657946,1.6564909,2.500615,4.4862623,0.11050832,-3.2179775,5.7490206,-4.8472342,-4.5031137,-1.3718375,-2.294911,-3.3123727,2.2530248,2.116659,2.7424452,-3.8700945,1.190686,5.0030904,-1.0265299,-3.6259887,-1.2930714,-2.8348985,4.8718715,-1.5149063,0.28532326,-1.8489751,1.3065066,-2.1332316,-4.2590775,0.20586371,-0.13200496,1.2830142,0.5447551,2.9991186,-0.095007926,0.6960272,1.9156939,0.11763573,1.6947681,0.0048228013,2.0454702,1.5176259,1.9216044,-1.540373,-1.0859736,0.9110792,0.21980456,0.4469165,1.0592445,3.0835092,-1.1890794,-0.677296,-0.4917754,-2.1677227,2.153941,-1.8682966,-0.18796717,2.353487,1.8291029,4.818015,1.7559856,1.4148643,0.96544033,-0.78896004,-0.48806313,0.5802211,0.08336326,0.8967225,0.7090367,0.61751264,0.39963272,0.57971996,0.69692665,1.9188381,3.1484199,1.071834,-2.2988594,0.19972135,0.30203193,0.85131794
G18206,41.366432,18.16663,-20.188911,-13.478849,-9.60108,4.2213473,3.7053585,9.222315,-5.4947577,2.9589024,-4.0514655,-0.77502626,-4.9828815,0.22034909,-1.0256305,-0.2331565,-0.5170814,-0.4032181,-4.7602034,1.0477897,4.2371497,6.6551375,3.1231623,-1.9583907,5.384436,-0.5436202,-1.1205381,-3.5951393,-1.4939808,-3.658804,0.96786916,4.7895293,1.1221699,-1.1699656,1.2975068,4.196822,-2.0081165,-1.5473975,0.75931484,1.7894394,2.9261138,-1.8936741,0.74358857,1.0333455,-0.4843687,1.6235077,-2.0484924,-1.5161887,4.7694197,0.09698124,-2.3520412,-1.1550281,2.9493663,-1.6584044,0.32395372,-1.8670939,0.21291943,-2.5875032,-0.07689511,-0.7723357,5.3033066,4.028124,0.65690976,0.16128185,0.6637462,1.7938461,-0.51633894,0.126437,-0.31572694,0.5845478,-3.1802292,-1.0183461,-1.4906605,-1.358381,0.20717606,1.2472293,-1.1488485,-0.71010876,-0.08709895,-2.9338722,-0.08632301,-0.35491028,2.0573082,0.121931836,1.6369429,0.6055983,-0.1613102,0.8011661,0.23020802,0.48026514,1.0300158,1.9744881,-0.39458933,1.3283643,1.4827697,2.7997582,-0.20948602,0.04123206
G18207,39.62807,16.625816,-19.55172,-12.201137,-10.50534,4.4670143,2.47913,4.9985127,-4.5189166,5.6211734,-6.0051017,4.6827736,-3.0728285,-0.32310197,-1.5981157,1.262698,-4.524816,1.0037516,-5.18465,3.269746,0.8250064,2.506899,9.291496,1.1818974,5.1276393,-0.70136297,-0.41445735,-0.5395992,-2.690649,-3.3457336,-0.08009699,4.7912455,1.3864481,-0.004433786,3.0552824,2.5473318,-2.1871927,-2.91984,0.7401825,-3.2467754,5.3208847,-1.9820478,2.2442923,-0.04597099,0.9349319,-3.0331814,-1.708244,-2.513507,3.1253865,-0.07080046,3.7613835,1.8425027,-2.4367516,2.3762455,1.587174,-0.3766931,0.4689459,-1.7658123,2.0664127,1.3510584,1.5690292,1.0555153,-2.470001,0.8044602,-1.2638466,1.7373823,0.030339671,-0.22510381,-0.47804463,2.3476303,-0.12771095,1.0385256,-2.6173716,-1.186263,-1.798976,0.6292477,-3.6247127,3.6731238,0.20270869,0.4839974,0.69576627,-1.7385861,1.3053083,0.6190057,1.3319547,1.2885072,-2.7671678,0.9325064,-1.6239711,0.75728774,4.259179,-0.3874241,-2.0974586,0.5173463,1.402272,-1.0320472,-1.0737361,0.7582813
G18208,30.8716,9.608655,-4.9791875,-2.6237137,1.690981,-1.840152,4.330331,3.4850557,-5.431713,-0.74994993,1.1192942,-5.640532,-3.6075943,-0.2530231,2.7572193,-5.850903,-4.29512,0.6921576,-1.8799845,0.4741895,-1.824142,1.7230508,2.0401573,-1.6260396,4.758187,-1.7590703,-3.7394936,0.6399777,-2.9442716,-5.01761,-1.0372199,2.2759054,1.74158,-0.7514071,1.4088076,1.4596559,-0.48245567,-1.6685631,-0.33311927,-0.03585938,2.437271,0.11393626,-0.14540535,0.48386902,1.8905141,-2.826655,-1.259844,-1.0772734,0.81843716,-0.310825,-1.1100416,0.28324607,-0.64824396,-1.3281826,2.987243,-0.21189395,1.742813,-3.628778,0.91839457,-1.1559079,0.26614326,-1.6891555,-1.235919,1.5347451,-1.9374468,-0.86961055,-0.0549302,0.10578819,-1.451881,-0.52134526,-2.567167,-1.0235143,-1.2067842,-1.6325966,-1.2113465,-0.37231615,0.8378089,2.9590151,1.5027224,0.36498472,-0.4188379,1.4883745,-0.07046553,-0.5074921,1.0696481,1.3021481,-1.535211,-0.37837037,0.49180108,1.1205423,2.155141,1.0900933,-1.0170693,1.6844196,1.8216113,0.12726471,0.8081044,-1.511853
G18209,31.304768,10.549703,-3.1999917,2.055058,5.466206,-1.5230768,5.4148383,4.8816295,-5.57335,-2.4790485,0.2310583,-5.0113463,-1.5810691,1.4756577,2.9941065,-7.8206835,-3.8577738,0.5822416,0.34987745,-1.7162943,-0.22843555,-1.244286,2.675465,-0.4885083,3.3038568,-3.1632886,-6.8405237,-2.530724,-6.816827,-5.067617,1.0403163,1.6254522,-0.80065995,-2.8729522,1.2580693,-0.39664152,0.16716695,-2.3400595,-2.162533,0.16105615,-0.29664436,-0.8670465,1.1044669,-0.7108706,1.1139556,0.7405016,-2.0203812,-0.20478,-0.79088795,-0.44143978,-1.1141703,2.180991,1.0698094,-2.2894905,-0.9985688,-2.4570754,-0.8935503,0.20343572,1.5875192,-1.1420288,-1.6039475,-0.31851986,-3.3266585,-0.8141735,-0.29156435,1.2420788,1.5714496,0.8452393,-2.1952624,-0.27568066,-2.3552098,-1.7032105,-1.6312853,0.90622586,-1.357684,1.8763028,2.4176214,-2.0085046,1.5702477,-1.1757683,2.8604298,-1.412119,-1.5875765,0.9177014,-2.2312105,0.28775683,-1.0027499,2.0290997,3.0733383,0.015287296,-0.09530469,2.6424482,-1.8496803,0.027641216,0.009475884,0.6444164,-4.3778505,0.60876703
G18210,28.96172,9.680916,2.9161253,2.8921058,5.115004,2.1078243,-7.9864125,-6.5277343,4.390222,0.95378286,3.1477,-5.1786222,-0.16227458,0.27266553,-2.3912148,-4.0168343,-4.348985,0.52885914,2.5190878,-0.08977611,0.83064604,4.112442,2.087334,-1.7888252,-0.6017945,-0.817912,-0.13544686,-7.8324604,-0.4323173,0.9169161,1.3370694,-3.5997422,-6.068742,1.7601148,-0.6117675,-1.967683,3.007134,6.0473704,0.20796812,-0.48005885,-4.840968,-5.1502337,0.1114412,-1.7895939,1.0885168,-1.0211806,6.0937324,-0.38836518,0.5473631,1.0748726,0.08366513,-1.4767295,1.6449322,0.87745607,1.1208861,1.8947488,-1.6632661,-1.0505729,-0.4215461,3.255311,1.8850117,0.107083224,-1.5806549,3.6542757,0.49262404,0.07233157,-1.6909049,-0.15059099,1.7759721,0.868033,-1.5277994,2.5761573,-2.7737024,-0.4998331,-0.053501286,-0.103642434,1.0606568,2.2091935,1.0248673,-1.8735813,-0.010826578,1.4348016,0.082143605,-0.8880834,-2.2113447,-0.84609467,-1.0008407,1.455725,1.0289145,-1.2082509,3.879931,-0.58742714,3.1492832,-0.07734752,0.4855045,-1.9085405,1.2015134,-0.04979646
G18211,44.39861,18.744465,-23.910315,-13.452104,-9.25488,1.2914504,2.5009086,8.212777,-6.46906,4.313481,-3.8927486,1.3906001,-3.4895175,1.2457793,1.3586363,0.13637573,-3.1171625,-1.7286391,-3.8909392,7.633875,7.291378,5.1846037,8.272721,-0.51632893,6.3161783,-2.5939522,-3.3518665,-3.4353223,-4.667322,-5.0026145,2.859194,6.941605,0.25957778,-1.7762232,0.9603653,3.3783267,1.2777364,-1.52423,0.43954417,-0.7225474,2.990589,-0.35554484,-0.84492904,-0.8755492,1.3642832,-2.0806928,1.2014325,-2.1840885,4.06953,0.027427059,2.2308726,-1.2858822,2.1415815,2.9367278,0.039936706,2.10297,2.3565845,3.0147831,2.0134883,-1.1901194,4.037956,-1.1972514,-1.2748047,-1.6646539,2.0988672,1.3782847,1.2508729,2.1275218,3.261082,-0.8218017,-0.49809173,1.1617984,0.51300675,1.7262547,0.3963318,1.7207773,-1.305061,1.2054625,1.177377,2.7195423,-0.69246465,-0.70810866,0.90861785,4.47157,-1.0063816,-0.6395815,2.6976328,1.6027372,-1.2613403,2.1974819,0.9629241,1.0411378,-2.922046,-4.21987,0.37905625,1.5633011,-0.61949074,-1.3962302
