,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98
G36594,7.629734,-28.34024,3.4976318,-5.032625,1.3517547,9.844958,2.178391,3.7600067,4.188652,1.5066279,-5.3073735,1.4246691,0.43468732,-2.0174668,-0.76376975,-3.9980674,-7.2689424,-2.6447737,0.43638033,1.5524304,-2.388641,2.7828715,4.8500037,2.6658792,-2.8263493,5.3158035,-0.9614316,0.05082751,-3.2472718,1.3438637,-1.0987195,-2.618753,0.8122673,4.126992,0.9286963,-0.9738291,0.6037224,-2.753686,-0.66882175,-0.94859195,-2.7824776,0.09055352,-1.5303931,2.0125732,-1.4549351,1.1422302,-1.0685803,2.2245078,2.869869,1.8161386,-2.156716,1.8324703,0.05370206,-3.0036478,1.1572833,0.24143718,1.0206605,-1.1875486,-0.33531356,1.3097174,-1.6260874,-0.11583658,2.9655967,-0.6921287,-0.9554731,0.75997597,1.8528852,-0.71458226,-1.4555575,-0.38611388,-1.3110793,1.1693907,-0.7213042,0.39532954,0.8813705,-1.2369838,-0.85082823,1.1124476,-1.4853642,-2.1110768,-0.4706788,-1.368363,-0.70532984,0.44933516,-1.0288754,1.1766653,1.6552198,1.1199853,-2.3770058,0.19622438,-2.3583019,0.5686608,-1.2267113,0.7941082,1.4744948,1.7000777,0.43586236,-2.8464525
G36595,7.726293,-28.638353,4.836775,-8.5062685,1.6668537,6.2268414,0.4967066,4.2364345,6.610674,1.5909249,-6.5912952,0.7923818,1.215038,-0.10883891,-3.5086117,-3.0579412,-6.8965554,-1.8691553,-0.5223555,1.2056289,-3.7000132,1.8827759,2.7320354,-0.67405844,-5.313951,3.0763125,-0.016057447,-2.0106082,-1.9498333,-1.056255,0.6484235,-1.6600235,-0.36583418,5.903693,1.7699263,0.5466727,0.7115462,-2.6104918,-0.15407015,-3.3469894,-1.2477531,0.8186162,-0.39062712,-0.45359924,-0.71966624,2.5830984,-3.1808784,0.49531534,2.5731335,2.2579892,-3.6104221,-1.0732287,0.16260089,-1.0063359,1.6780845,0.16823982,-1.7522942,-0.031234449,-0.48529223,0.015616174,-1.6102616,-2.3771038,1.4362634,-2.7588186,-3.5026944,0.7128267,-3.4096892,-0.8152263,1.3318615,-3.139635,-2.4448657,0.9867598,-0.40981406,2.0408876,-1.7069352,0.17200658,0.5029514,0.7250488,-1.5466431,1.1165651,-0.42356625,-1.9693898,-0.53582,-0.9242348,-0.43077278,2.2507482,-0.33447823,0.15685742,-1.3882024,-0.41217092,-1.1970557,-0.22716656,-2.5438933,-0.536418,0.48368514,0.25245297,-1.2584641,-2.4669657
G36596,7.304484,-28.35055,7.7527175,-14.463815,0.2062406,-5.2673273,3.0706317,5.3304734,10.449745,8.7445755,-4.6068625,-1.8451113,1.9838274,-1.876286,-1.3503817,-2.527965,-5.443791,0.22547461,-2.7876356,-5.71268,-2.1223066,-0.1389842,0.02632618,2.7894964,1.326845,-3.680118,1.2877852,0.3350009,-0.39127856,-2.8378134,4.784405,-1.8673989,-0.19991001,-4.4084682,-0.7737368,1.3168858,0.25037336,-1.2803758,4.2274776,1.4550257,-1.2153819,-0.2960389,2.00185,1.042365,1.9425688,-0.31063506,-0.40141392,2.8312693,-0.21879107,-0.48142368,0.97222984,-0.011534449,-1.5027122,0.9876111,0.21421826,3.3244212,1.6728994,1.8567358,-1.1842923,2.06474,1.8515589,-0.86341596,0.19913456,0.9482034,-3.7686474,2.0357146,0.016745534,-3.1123629,2.512818,0.2888206,-1.6093886,2.3266258,-1.940267,-2.8040664,0.29165527,-1.1446779,1.4095716,0.62742925,-1.2891035,-1.5241241,-3.0658903,-1.1984841,0.2935934,-1.40408,-0.5153451,-0.41063765,0.13220361,1.1086097,-2.1018796,-1.7963147,2.118848,-0.28781462,1.2597744,-0.6426553,-1.1139227,1.2342649,-0.9154311,-2.6420293
G36597,9.794711,-30.43928,4.0689864,-13.817905,5.0689845,1.7104595,0.48739505,3.7347562,4.496319,5.6753283,-0.73826706,-4.086094,-1.4063439,-5.5135846,0.956579,2.8920598,3.7721837,1.4356124,-0.577183,-2.9957094,-0.16714548,1.2579819,1.7636232,2.287595,4.185957,1.3669724,-1.0783015,-0.6024876,-1.2515562,2.1242793,1.3796031,-6.136544,0.17304938,-1.362609,-1.6094466,-2.4168656,-1.5830992,-5.219201,-1.9946082,1.5776943,-1.1604975,-1.119801,0.6247876,0.998044,0.15400773,-1.5835135,1.4637076,0.12729463,0.5345284,1.6180776,-0.22587787,1.6175795,-2.226212,0.28836733,-0.5567316,-1.3282162,0.23759109,0.46435934,0.5456096,0.66512954,2.3592393,-1.6936755,-1.2103579,-0.3897102,-1.5740467,1.5379399,-0.9074339,-0.05087682,1.142013,0.043101903,-0.686192,-2.0771146,0.052884415,1.925293,0.43587574,0.14239043,0.63958716,-0.6979664,1.0520892,0.45779794,-0.79196167,-1.6416037,-0.13678724,-1.2767968,0.8798811,0.62284106,0.36434254,-0.69331765,-0.45033917,-0.67502016,0.21623324,1.4786122,-0.024328481,0.68157536,0.28755486,0.19672158,0.12691095,-0.41418073
G36598,7.0392947,-26.909325,2.169275,-17.31645,6.917734,2.6119468,-3.403774,0.89254975,1.4920846,4.0363145,2.8613591,2.7566612,-5.976885,0.03835451,-1.8202826,1.2517148,-0.78997266,2.7020214,4.0163894,0.9361234,0.242505,-0.84785694,0.30649576,-1.5354538,2.024781,4.2668333,-0.2677077,1.9353063,-0.952113,2.909878,0.06330965,-1.5162096,0.8958872,-3.60258,-2.9754965,-1.9659711,-1.7646353,-3.1278281,-2.1874387,-0.04189527,-1.4263823,-1.7786487,2.386508,1.2851557,-0.15086202,-2.592138,3.961285,-0.036995392,0.6216815,1.0562211,-1.2172681,0.5353113,-2.3340352,0.4003826,0.26553068,-0.6705742,-0.51650566,-1.8183352,0.2301662,-1.2276186,3.1401,-2.4084938,-1.0658365,-1.4437593,-0.7349949,1.0773565,-0.60828125,-0.5316512,-2.0766857,-0.5538807,-0.7990897,-0.14170581,1.5861163,2.8517919,0.7181748,0.16033323,-1.5326363,-0.5389475,3.124826,2.0214708,1.8492925,-2.3362436,-0.43286008,-1.0704536,0.64264226,0.74935526,0.8037401,-1.2535601,0.16275597,-0.38800895,-2.2886758,1.1206713,-0.4376205,0.52465415,1.1369275,-1.2378272,0.8071864,0.5835832
G36599,6.133075,-25.015423,3.270852,-9.275203,2.5591207,0.69417655,2.6420426,2.6750512,7.2464504,5.4349008,-0.7191442,4.405587,-1.9778705,0.6137025,1.2283819,-1.7245042,-5.147958,2.8795366,2.000553,0.17182872,-1.0758394,-1.375133,-2.2663536,0.70032,0.07027344,2.6850681,3.31717,1.4330194,0.32813525,1.2679634,1.1347011,-0.20136614,0.18043695,-3.6889699,-2.330533,-0.69355744,-0.2874381,-2.1374602,-3.0028734,-1.8444266,-1.5406603,-1.4213201,2.1882162,4.620619,-0.5977109,-0.6994223,0.40204385,1.7201606,4.9134235,0.2640849,-1.2948129,2.0817504,-1.5861169,-0.21939506,1.1598917,4.2943954,1.1795136,1.4313956,0.09515991,-0.3898643,0.45757884,-3.1563752,0.010873775,-0.5600568,-0.35661033,-0.7005875,-1.8402772,-0.41174114,0.12001395,-0.8538017,-1.2606338,-0.67663336,-0.75025475,-0.78966546,-0.3671544,2.4022694,-0.17032604,2.730372,-0.045883246,0.8302453,-0.1403236,-0.5833306,0.41947266,-1.8138055,0.64382446,1.4328241,-0.6482554,-0.069720395,-3.0678759,-1.9097927,1.6114147,-0.3333473,0.69930875,-2.0660243,0.33315387,1.6419511,-0.8178254,-0.03913878
G36600,7.7819476,-30.28393,7.648734,-14.533261,5.27204,-0.1983995,-0.66662073,7.243888,6.7768035,8.043187,-1.8549316,0.76620394,-4.1741123,-2.7511969,0.5026595,2.1423774,-0.46886954,1.8863299,1.3545986,-4.1702523,-2.113931,-0.34412003,2.1539474,0.8742349,-1.1999853,1.1271696,0.3411001,1.7786185,0.7388887,-0.90173644,3.4130943,-1.6947188,-2.336145,-2.6970444,-1.5122131,-0.40844148,-0.93775976,-2.7738776,1.807197,1.8303244,-2.085958,-1.4451679,1.6549671,1.8605974,2.3242958,-1.5812677,0.76951605,1.4707993,-0.9672637,0.9947166,1.124495,0.16142063,-1.3998873,-0.38066605,0.7882784,2.0221467,0.88068146,-0.2475439,-1.1872871,0.65180445,1.5684384,-0.3057373,0.53532344,1.8009474,-0.6519037,1.7483934,1.2142067,-1.6249275,1.0062354,1.534752,-0.7731792,1.0203325,-0.6591121,-0.16648132,1.13936,0.0013596149,0.6278347,-0.3467301,-0.05117547,0.4951011,0.26375306,-1.8835403,0.20003723,-1.0687184,0.6578116,1.4074208,-0.40316767,0.1122965,-0.428771,0.4314526,-0.702222,1.1920643,-0.2106801,-0.05913694,0.6856218,0.38149998,-0.8635297,-0.535003
G36601,12.803513,-28.427458,3.8597405,-5.526963,3.189488,5.10162,0.8219411,6.6939445,2.6961632,-8.149677,-3.4352503,-7.2014565,-2.496594,2.0679266,-4.656198,-0.0020586995,9.850217,-6.012567,-6.941973,7.712783,-4.4042296,11.567484,-4.9163527,-0.7919196,-8.317627,3.8235114,3.7030332,-2.3571115,-3.779832,4.00182,-2.1931431,3.4579232,-3.503198,-1.4587468,-1.7502537,-1.9878408,-2.3344896,0.46365142,-3.0191853,1.9086831,1.6048698,-0.70568013,3.3164062,-1.5861325,2.6940873,-3.7052832,2.9076574,-0.09021574,-1.8841625,-0.5809223,1.1639638,-0.39889953,0.0055891927,2.4740455,-0.3993207,3.5506892,-0.62128544,-1.4234661,-0.772153,-3.1694422,-2.1790566,1.9394433,0.1997887,1.6484624,-0.08234013,0.5634969,2.5925953,-1.7562839,0.27582324,-0.2202328,1.2292212,1.2562947,2.266833,0.86365944,-0.7476933,0.72720194,0.36708134,-0.33775556,0.6972411,0.8567937,3.2884207,-1.2334877,-1.6392417,1.3370847,1.744962,0.37638932,-1.1057986,-1.7843558,0.70191103,-0.6990901,-1.4157274,-1.0331836,0.06469745,0.034979884,2.796435,-0.8765487,-0.5134273,-0.57601076
G36602,6.0231414,-24.343407,3.4123101,-4.522892,-0.6103027,0.8667689,2.065566,1.045724,0.3939665,1.4625124,-0.7528676,1.5419023,0.19882353,-1.9290351,0.6042317,0.4438306,-1.0599809,1.3579129,-0.03624475,-0.6250674,-2.3878763,0.07598275,1.3693932,0.3711042,-0.5468601,1.5609632,0.6567477,0.18052246,-0.19473575,-0.298016,1.0989329,-0.05106421,0.11338628,1.3724703,0.85153997,-0.093875244,1.4059452,-0.022565385,0.14864458,-0.80910903,-0.94939786,0.5105371,-0.34253305,1.9389786,-2.0320652,1.1076772,-0.013371088,1.0946207,0.08234776,1.6105515,-1.1901997,1.0668919,-0.028553206,-0.92924947,1.383177,-1.0020636,1.4014171,1.754351,0.8536082,0.15527289,-0.42105028,-0.793439,0.15304165,-0.4027699,-1.840811,0.5146921,0.012393436,-1.1772907,1.3561424,0.54440165,-2.4156682,-0.05292994,0.5289836,-0.932504,-1.0715233,0.36760277,-0.19121261,0.46282423,-0.12731071,-0.6872909,0.061812904,-0.010380146,0.95159066,-0.87169284,-0.27675468,1.0589654,0.8695875,-0.32515454,-0.59245855,0.004437493,-0.22114979,0.08988865,0.15644294,0.0037870125,1.0047952,0.0059202933,-1.4455761,-0.8103777
G36603,7.1482615,-31.28308,8.31893,-10.914892,5.992158,5.182865,-2.4336474,8.330552,6.0175967,7.5285015,-2.4118,1.2082334,-7.3700676,-2.3153765,3.7381046,-0.98908406,-1.9892615,-3.51486,4.3177137,-2.596651,-3.5419023,0.66230464,2.3083172,-2.1157699,-3.685421,-1.5740004,1.4132694,0.576778,1.2149578,1.1258912,1.2962363,2.574492,-3.9503567,-2.611747,-1.3723643,-1.210012,-2.1070704,-0.48173124,3.8027344,2.2863448,0.23241198,-0.6534972,1.8244356,0.019614097,0.92433745,-0.93265635,2.1567757,1.2402238,-2.3547966,1.926982,0.35530782,-1.2262502,-2.4374042,0.4539128,1.5376456,1.301546,-0.66444206,-0.26765978,-1.0116569,0.3748124,2.0548975,-0.89820975,2.1251252,1.7034222,-0.8598952,2.1237655,1.4806534,-2.1529586,-0.2531578,1.6356936,-4.3930087,1.2629708,-1.1349695,0.6787905,0.48792624,-0.5778576,-1.4991623,-0.27641815,2.188639,0.15222158,1.9516027,-2.2165053,0.71800166,-0.94363093,0.5274694,1.4020767,2.3439617,-0.2954661,-1.0074492,0.9867369,-0.5472219,1.3333635,0.76194715,0.5104462,0.38993335,-1.7188001,-0.4707568,0.13663681
G36604,10.23084,-28.568783,2.7803845,-4.0247684,1.3107302,5.354623,3.7411737,3.0457277,3.746189,-2.8944154,-2.5615551,-4.0929947,1.2453692,-1.2842094,-1.9862169,-2.1388056,-1.247836,-1.9226712,-2.3348386,1.2034785,-3.2219927,4.2304807,-0.4053074,0.2651372,1.671634,3.1230896,0.32558745,-0.5000245,-1.5294626,2.311217,-2.593003,0.51867527,-0.5239402,2.1936738,-0.6231227,-1.904406,2.3497198,-1.4944682,-1.3373163,0.23987395,0.1045556,2.978441,-0.10189266,1.8723999,0.1759525,-1.0070443,1.7055967,-1.5393788,-1.1683179,-1.1235822,1.1173614,0.642284,2.2267365,-0.3455263,-3.368727,-1.8754964,4.8147726,-1.3161154,2.7692397,3.8745852,0.8353228,2.0396092,0.05256229,0.47326753,2.0282226,0.83607554,3.3883967,1.048753,-3.3646126,1.3106477,1.4178191,0.2110621,0.71643084,-3.9891334,2.9703622,-0.7104264,-0.22258209,1.9690064,-0.9993784,-1.7941989,-1.5117128,1.5378184,-0.6189912,1.4773343,0.718706,-2.568714,-0.25111416,-0.7405782,1.0776271,0.15958628,2.6400492,-0.33572224,-0.8862301,0.5046023,0.67747265,0.8518033,-0.047300626,-1.345699
G36605,11.063713,-31.2272,6.83518,-8.429925,3.2006278,3.9234211,2.0496683,6.7524376,4.6141067,-2.031889,-2.9949727,-3.6034644,-3.374999,-2.241891,-1.5602617,2.0174701,-1.5800811,-1.9782556,-1.058363,-0.13366327,-4.6639423,4.7318416,2.7937164,-0.92327267,-7.6241198,-0.4497936,0.80039835,-1.6965775,-0.28932342,-0.45059007,3.4174354,-0.27966517,-5.8445663,1.4158076,-1.1381096,0.7961733,-0.6930809,-2.0360656,4.7727046,1.4320104,-2.8941655,0.40362394,1.6710188,-0.08881444,2.5423791,-1.2341545,-1.9872962,1.2654389,-1.1571729,-0.02077466,2.465073,-1.1243429,0.7738023,0.026260732,0.35030517,1.9605613,2.0008612,-0.19720784,-1.2845249,0.2546651,-0.21600094,-0.23878872,0.2619495,1.958024,0.71218926,2.1956153,1.1029035,-1.6355364,-0.27011377,1.4865488,0.55407757,1.5978807,-0.8395198,0.8124607,1.5255287,0.60555685,0.19132724,-0.3617417,-0.21754248,0.5952491,-0.08718329,-1.6331967,1.4351983,0.8292706,-0.01552827,0.05348192,-0.58527505,1.5985333,1.5144136,1.2074747,-1.652422,2.0608535,-0.062108334,-0.23884858,-0.10829928,0.20779522,0.5919273,1.242147
G36606,4.8507304,-24.559093,6.542505,-1.8765279,-3.5850813,2.1888413,1.3040391,1.8517171,-1.895758,0.29262954,-6.9352746,-4.006341,5.4367123,-1.0016023,1.9628026,-4.307788,3.1491055,-6.168034,-1.8236979,1.0003577,0.5644477,2.1517248,0.60689217,2.5178208,-2.0180717,-0.9482211,3.1072161,-1.8727589,-0.86759704,-0.39450395,-2.158416,0.7855456,-0.838465,-0.9534808,-1.614642,-2.4852536,0.5969633,1.6679368,1.7389765,1.2876276,-0.04179097,2.2034268,-1.5628643,-0.75283116,-0.36407933,1.9749476,0.5857282,-1.5349776,2.5102642,0.17637251,0.5849977,1.0400907,2.798187,-1.0266476,1.7007307,-1.0654209,2.3178504,-2.020258,0.39856574,0.617007,-1.2614753,1.2644862,1.8645073,1.0794189,0.6288831,0.7500223,0.1400884,1.4096726,0.09728192,0.047814667,0.5699261,0.7937174,0.1914149,-1.2022156,0.8078825,-0.6515733,-1.0906293,0.24116376,-1.2734662,-0.6753488,0.6531897,0.7321283,1.5440904,0.15549184,-1.293737,-0.3748751,0.8415711,0.7671167,-0.67478967,1.0933195,0.02643953,0.093359545,0.32513192,-0.66600746,-0.68153787,0.8977024,1.3148037,0.8431352
G36607,10.289962,-28.112036,3.8240263,-8.543232,2.8155816,3.1407022,0.3991879,4.685618,4.067674,-3.8603551,2.084688,6.448027,-7.6724854,0.65057456,-4.4847784,5.955097,-5.7658525,4.8663077,1.0299578,0.6399277,-7.7649374,2.6919024,2.3289096,-5.072251,-9.074179,3.155584,-0.57705104,1.312065,-1.2776248,-2.3519669,5.321678,2.9129791,-6.135204,1.9855349,0.33899495,3.1545925,0.03194587,-1.2497035,3.5653613,1.8369296,-2.184129,1.2654333,2.4654248,1.1881835,2.5478933,-2.6145585,-0.2965613,0.6898956,-7.575187,2.1997743,-0.30070415,-0.77373874,-2.446798,-0.7762977,1.7479007,-2.9078615,5.7352405,0.38162163,-0.77499425,0.89236,2.1419773,-1.1112517,-2.36925,1.4653189,-1.2518113,3.5965252,2.025281,-3.9009824,0.83405036,4.295738,-1.3004264,1.6653364,0.17261286,0.43725264,2.0529191,0.055962022,0.069905065,-2.8329372,2.9194772,2.1773915,0.4696938,-0.90803504,0.36908323,0.35044628,-1.7467726,-0.013692768,-0.7261918,-1.4730736,1.7077721,1.3356473,-4.11075,3.0560575,0.20020507,0.4782177,1.6671203,-0.46178,-1.7534809,-0.23820072
G36608,8.144737,-31.069735,7.174836,-13.662855,6.0246177,0.98959905,-0.23892836,6.0245123,6.901987,8.38163,-1.6002488,0.5468747,-2.817328,-2.8608708,-0.3438711,-0.10834829,-0.79322547,2.5634108,1.31359,-3.2321036,-2.243619,-0.9439584,1.1182003,-0.10347717,2.5680249,2.7864745,0.15036522,1.7668395,0.282653,0.720186,1.0919148,-2.2441883,-0.32682937,-0.043233637,-2.317768,-2.7894475,0.49861667,-3.9971733,1.2503322,-0.2813357,-1.4792,-0.61302894,1.0026022,0.98497623,0.75823116,-1.1028869,0.8115382,0.23248157,0.996771,0.6491857,0.7030817,1.0003139,0.019546395,0.5393179,-2.3378673,0.5717585,0.47225446,-0.62257546,0.49989945,0.8708045,1.9827722,0.42513403,-0.31506214,1.2502315,0.32800594,1.1025069,-0.7639378,0.27698106,0.23329456,0.129601,-0.5630275,-0.83071494,0.4885971,-0.514835,0.62892735,-0.82625556,1.1549455,1.2506809,-0.6194711,-0.8827653,-0.11844271,-1.1055195,-1.0096401,-1.5092944,2.5127752,0.6691159,-0.58476377,-0.43632102,0.95127475,0.015397311,1.0623236,0.5898149,-0.97773534,0.037870917,0.79302675,1.0702025,-0.88326055,-0.3613065
G36609,8.865748,-32.96422,4.9818144,-6.9673715,1.4964406,5.52185,-0.31626737,5.060616,7.120414,5.8721805,-2.7888002,-1.0703477,-0.38917217,-2.8527222,-2.225239,-1.6050522,-6.327108,1.7619613,1.2754296,-0.81784457,-0.8916399,0.54708457,1.3020525,0.53798777,1.6448892,5.9756126,-0.9218238,3.6982267,-1.8509263,-0.95253026,-3.1455843,1.0033332,2.0275428,-0.6179052,-0.43901104,-1.698442,0.80962336,-0.22356,-4.256487,1.3004746,1.6591886,1.1522113,-0.80281407,2.8561528,1.9425485,-2.741479,2.6989782,0.27453598,-2.23661,-0.82687384,-1.8979616,0.59042704,-0.3306499,-0.09355448,-3.2084727,0.15751924,2.765232,-1.8508686,2.082853,2.559614,1.2829121,1.2504199,0.39601636,0.56197476,-0.31928673,-0.14504343,2.0075765,1.1459306,-2.4891834,0.98887676,2.4041955,-0.57461786,-0.4210764,-1.5822694,2.1166372,-0.5344996,-0.55465347,1.1605825,1.230683,-1.2846048,-0.7813578,1.9035285,-0.5968242,0.4784338,-0.46173796,-1.2349001,0.21783295,-1.2013896,-0.8521055,-0.17708625,1.8036419,-0.6624605,0.74141943,-0.17449963,-0.3847287,1.6768856,0.67405015,-1.1131227
G36610,9.401365,-29.564617,6.2616305,-7.881333,2.3416953,3.4347696,-0.857682,5.230421,7.602695,-1.8970672,-1.3969811,0.7294134,-4.6776667,0.54869086,-1.8339032,0.69409215,-4.816716,-0.92804486,-0.058573995,-1.8302736,-5.540495,1.550475,4.2067337,-2.1985953,-5.3375473,-1.781655,-0.11079966,-0.8541908,0.80604035,-2.6539652,6.339567,2.8665361,-4.104137,4.0744596,3.4005172,4.949971,0.66835546,0.7337066,6.297426,-0.0050647343,-0.16742498,2.6969,1.7999022,0.7299354,0.9208867,0.7211201,-0.7088126,0.026399974,-4.510264,1.9651561,-1.654881,-3.8809807,0.10272146,-0.59476256,-1.29741,0.12241899,0.9052347,-0.51844674,-0.39438018,0.40072295,-0.7468885,-3.1311083,1.2128125,0.028495507,-2.6502056,2.0794432,0.4878789,-3.8382719,-0.7717429,0.23263854,-1.4149814,2.2635305,0.7309458,-0.21336149,1.2089479,0.75907373,-0.71884334,-1.9852884,2.6145768,-0.65254205,0.13181221,-1.7560954,-1.5795134,0.0102144955,-0.60184115,-0.18542719,0.30765978,-0.0734279,0.38862994,0.565369,-2.0569823,1.4952987,-0.11977382,0.14293993,2.0141723,0.7269548,0.38224468,-0.2728141
G36611,9.916317,-29.621645,3.5797162,-6.5655203,6.7824335,3.258233,-1.5301837,5.7630324,4.235572,-2.807421,4.960035,-0.3878726,-9.196144,-0.15456878,-4.529459,4.3301907,0.75934875,5.5502777,-2.0717492,3.3405786,-6.4564586,4.5172596,1.0938196,-2.6063533,-0.534278,6.388698,-0.117556475,1.2252196,-1.1331885,2.4807146,0.318626,6.2465506,-1.8428832,2.7333217,-0.094199486,0.989621,2.4550931,-4.4033346,0.6706723,0.6344588,-2.8490605,0.5485176,1.2635275,1.8576549,-0.44714063,-1.7794107,2.8595908,-1.7103184,-0.45786977,-1.2964518,1.1274909,-0.93447244,2.7365994,0.7541949,-1.8006349,2.0691736,-0.6965583,-0.6582273,1.9246743,-0.6303018,-2.4598832,2.3503687,0.5928696,-0.78169924,-0.7672188,-0.88828963,0.0996963,-0.85567087,0.84467584,0.6766672,-0.89448345,-0.5340837,3.086897,-0.555684,-1.4206473,0.12596917,1.2067329,1.1427784,0.37294796,-0.27978864,2.4787068,0.43237272,-0.50262475,0.85682577,3.394718,-0.5588446,0.3758226,-1.0038502,2.8689053,0.65300107,0.3599957,-0.53396577,-0.8806281,-0.21460265,1.6643693,-1.5941496,-0.7365101,1.5700977
G36612,10.449578,-33.573627,7.6362,-11.758695,5.192909,3.3097513,-2.3776207,9.651875,8.234021,4.2516747,-3.4384208,-3.7989085,-4.891153,-2.8908277,-2.8204353,1.741124,-3.9063964,-0.6168702,1.534006,-3.0993314,-4.485265,3.5440788,3.0841284,-2.1215758,-5.463092,-1.4937011,2.1478581,0.8206064,0.7232103,-0.70546633,2.2944126,0.15304002,-4.983828,-2.0639298,-4.009512,-1.3095809,-1.4811022,-2.5631075,4.383126,3.4996753,-0.61608493,0.117630005,2.8424714,-0.13476057,3.7346916,-1.8941218,-0.4118172,0.2861413,-2.6738164,1.3162225,1.3877625,-1.7448288,-1.6134768,0.20397103,0.741514,0.8528107,0.88286173,0.55085635,-0.31220403,0.2809136,1.2400974,-0.33437157,-0.13160746,0.6695575,-1.4475043,2.1780927,-0.328262,-2.170145,1.737536,0.6739475,-1.3336972,0.4880536,-0.45312363,0.95292574,-0.253908,0.14891657,1.0965399,-1.7749151,0.21189484,0.84270024,-0.05626714,-2.3793223,0.4808326,-0.18631732,0.6113104,1.0232829,0.18342859,-0.02121341,0.4433187,0.562887,-2.2247648,1.4463353,-1.241261,0.23414068,1.0577985,-0.514433,-0.5073754,0.13869171
G36613,11.053803,-30.291187,2.2637184,-9.226261,3.3687487,1.4381653,-0.4302946,3.4342477,3.6568117,2.3889036,-1.0858232,-3.8782408,0.56688565,-4.0593157,1.3464229,2.1923356,2.013298,0.4791127,-0.6048405,-0.6785866,1.3216891,1.009766,0.052595895,-0.4488213,1.7756724,1.3466289,0.9944237,1.1063452,-0.21787179,0.91763705,-2.6467023,-0.47822902,-1.5832621,-1.7026554,-2.7350402,-3.2539783,0.07214873,-3.6660964,-4.1230683,0.97223294,-0.2642214,-0.719119,0.29763043,1.9804691,0.7749923,-0.83860564,0.26882303,-0.86075234,3.0722902,-0.51279056,-1.0412337,0.63341784,-0.26627016,0.17462939,-0.6142816,0.8595792,-0.33963028,-0.3917474,-0.2557767,1.3829596,1.6149608,-1.728285,0.30611584,-0.43164662,0.56891876,1.0619788,-1.7087867,2.0248814,-0.6423414,-0.8223706,0.17145762,-1.1207738,1.6074567,1.2601349,1.207366,1.4572158,-0.94549525,-0.3194835,1.4891552,0.6724373,-0.7655448,0.5726506,-1.2074131,-0.64398587,2.1258912,0.1791502,-0.40238422,-0.32596955,-0.7551868,0.105489805,0.4659596,0.46621,1.2324957,-0.35266006,-1.1816934,1.1915019,1.5765977,-0.058095824
G36614,10.270764,-32.189896,5.6111937,-11.299425,3.7910726,2.554679,-0.46196032,5.499089,6.4620214,3.6911173,-2.7064512,-4.4865446,0.028184863,-4.2476215,1.1239145,2.3895698,-2.0985684,0.13389647,2.1182404,-3.9850345,0.8672224,-0.5258699,3.0902903,0.55927116,-1.034236,-1.6431994,1.5359323,1.0989211,2.4741428,-1.0632181,0.24787037,-2.0518618,-3.8234363,-1.809874,-2.7590318,-1.8229876,-0.9164906,-3.2174234,-0.30283183,1.9123033,-0.55258083,-0.35191602,1.1539719,2.2633994,2.9559581,-1.0538657,-1.2744241,-0.2507998,0.7000623,-0.010299168,-0.01860629,-1.6004902,-0.22800477,-0.75550836,-0.78572047,2.9989848,-0.075712904,-0.6967223,-0.39045092,0.570707,0.49132717,-1.944422,1.1654787,0.2482193,0.23805548,0.90458643,-0.36042663,0.37843454,-0.9782129,-0.5987548,0.7443497,-0.052899577,-0.9089986,0.44250435,1.0104799,1.0788851,0.022678172,-0.6841995,0.029735554,0.38845378,-1.9802965,-1.7872084,0.30819842,-0.5156258,0.30969453,0.97551763,-0.27615547,0.86037815,-0.8429105,0.84531355,-0.01954664,1.1900964,-1.2181011,0.030147878,-0.1394006,1.2446053,1.165291,0.071429886
